_idx,p__d31001,p__d31002,p__d31003,p__d31005,p__d31007,p__m01001,p__m01002,p__m01003,p__m01004,p__m01005,p__m01006,p__m01007,p__m01008,p__m01009,p__m01010,p__m01011,p__m01012,p__m01013,p__m01014,p__m01015,p__m01016,p__m01017,p__m01018,p__m01019,p__m01020,p__m01021,p__m01022,p__m01023,p__m01024,p__d26001,p__d26075,p__d26092,p__d11001,p__d22001,p__d28001,p__d29001,_model,_wave,성별,연령대,_error
86,2.0,1.0,1.0,5.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,exaone,2024,남성,2,
87,3.0,1.0,1.0,3.0,2.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,exaone,2024,남성,2,
88,2.0,1.0,6.0,3.0,2.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,1.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,exaone,2024,남성,2,
89,2.0,1.0,1.0,5.0,2.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,exaone,2024,남성,2,
90,2.0,2.0,,,,3.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,exaone,2024,남성,2,
91,2.0,2.0,,,,4.0,3.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,exaone,2024,남성,2,
92,2.0,2.0,,,,3.0,4.0,4.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,exaone,2024,남성,2,
93,3.0,1.0,1.0,4.0,2.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,exaone,2024,남성,2,
94,2.0,2.0,,,,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,exaone,2024,남성,2,
95,3.0,1.0,1.0,3.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,exaone,2024,남성,2,
96,2.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,exaone,2024,남성,2,
97,2.0,2.0,,,,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,exaone,2024,남성,2,
98,2.0,2.0,,,,3.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,exaone,2024,남성,2,
99,2.0,2.0,,,,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,2.0,2.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,exaone,2024,남성,2,
100,2.0,1.0,10.0,3.0,2.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,exaone,2024,남성,2,
101,2.0,1.0,10.0,3.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,exaone,2024,남성,2,
102,3.0,1.0,1.0,3.0,1.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,3.0,5.0,4.0,5.0,5.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,exaone,2024,남성,2,
103,2.0,1.0,1.0,3.0,2.0,2.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,exaone,2024,남성,2,
104,2.0,2.0,,,,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,exaone,2024,남성,2,
105,2.0,2.0,,,,2.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,exaone,2024,남성,2,
106,2.0,2.0,,,,1.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,exaone,2024,남성,2,
107,2.0,2.0,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,exaone,2024,남성,2,
108,2.0,2.0,,,,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,exaone,2024,남성,2,
109,2.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,5.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,exaone,2024,남성,2,
110,2.0,2.0,,,,2.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,exaone,2024,남성,2,
111,3.0,2.0,,,,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,exaone,2024,남성,2,
112,2.0,2.0,,,,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,exaone,2024,남성,2,
113,2.0,2.0,,,,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,exaone,2024,남성,2,
114,3.0,2.0,,,,5.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,exaone,2024,남성,2,
115,2.0,1.0,1.0,3.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,exaone,2024,남성,2,
116,2.0,1.0,1.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,exaone,2024,남성,2,
117,2.0,2.0,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,exaone,2024,남성,2,
118,2.0,2.0,,,,3.0,2.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,exaone,2024,남성,2,
119,2.0,2.0,,,,2.0,2.0,2.0,2.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,exaone,2024,남성,2,
120,2.0,1.0,10.0,5.0,2.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,3.0,4.0,5.0,2.0,2.0,4.0,4.0,4.0,5.0,4.0,3.0,2.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,exaone,2024,남성,2,
121,2.0,1.0,1.0,3.0,1.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,exaone,2024,남성,2,
122,3.0,1.0,1.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,exaone,2024,남성,2,
123,2.0,1.0,2.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,exaone,2024,남성,2,
124,2.0,1.0,1.0,5.0,1.0,3.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,exaone,2024,남성,2,
125,2.0,1.0,1.0,3.0,2.0,5.0,4.0,4.0,1.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,exaone,2024,남성,2,
126,2.0,1.0,10.0,5.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,exaone,2024,남성,2,
127,3.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,exaone,2024,남성,2,
128,3.0,1.0,1.0,4.0,1.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,exaone,2024,남성,2,
129,2.0,1.0,9.0,3.0,2.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,1.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,exaone,2024,남성,2,
130,2.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,exaone,2024,남성,2,
131,2.0,1.0,10.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,exaone,2024,남성,2,
132,2.0,2.0,,,,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,exaone,2024,남성,2,
133,2.0,2.0,,,,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,exaone,2024,남성,2,
134,2.0,2.0,,,,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,exaone,2024,남성,2,
135,3.0,1.0,10.0,3.0,2.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,3.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,exaone,2024,남성,2,
136,2.0,2.0,,,,3.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,exaone,2024,남성,2,
137,2.0,2.0,,,,3.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,exaone,2024,남성,2,
138,2.0,1.0,1.0,3.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,exaone,2024,남성,2,
139,3.0,1.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,exaone,2024,남성,2,
140,2.0,2.0,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,exaone,2024,남성,2,
141,2.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,exaone,2024,남성,2,
142,2.0,1.0,1.0,3.0,2.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,exaone,2024,남성,2,
143,3.0,1.0,1.0,3.0,1.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,3.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,exaone,2024,남성,2,
144,2.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,exaone,2024,남성,2,
145,2.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,exaone,2024,남성,2,
146,3.0,1.0,1.0,3.0,2.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,exaone,2024,남성,2,
147,2.0,2.0,,,,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,exaone,2024,남성,2,
148,2.0,1.0,10.0,5.0,2.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,exaone,2024,남성,2,
149,2.0,2.0,,,,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,exaone,2024,남성,2,
150,2.0,2.0,,,,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,exaone,2024,남성,2,
151,3.0,1.0,1.0,3.0,2.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,exaone,2024,남성,2,
152,4.0,1.0,10.0,4.0,2.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,exaone,2024,남성,2,
153,3.0,1.0,1.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,exaone,2024,남성,2,
154,2.0,2.0,,,,3.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,exaone,2024,남성,2,
155,2.0,2.0,,,,3.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,exaone,2024,남성,2,
156,3.0,1.0,1.0,3.0,2.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,exaone,2024,남성,2,
157,2.0,1.0,1.0,4.0,1.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,exaone,2024,남성,2,
158,2.0,1.0,1.0,4.0,1.0,2.0,3.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,exaone,2024,남성,2,
159,3.0,2.0,,,,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,2.0,3.0,2.0,2.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,exaone,2024,남성,2,
160,2.0,1.0,1.0,3.0,1.0,2.0,3.0,4.0,2.0,4.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,exaone,2024,남성,2,
161,2.0,1.0,1.0,2.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,exaone,2024,남성,2,
162,2.0,1.0,1.0,4.0,2.0,2.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,2.0,2.0,3.0,2.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,exaone,2024,남성,2,
163,2.0,2.0,,,,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,exaone,2024,남성,2,
164,2.0,2.0,,,,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,exaone,2024,남성,2,
165,2.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,exaone,2024,남성,2,
166,2.0,2.0,,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,exaone,2024,남성,2,
167,2.0,1.0,1.0,4.0,2.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,exaone,2024,남성,2,
168,3.0,1.0,1.0,3.0,1.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,3.0,4.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,exaone,2024,남성,2,
169,3.0,2.0,,,,3.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,exaone,2024,남성,2,
170,2.0,2.0,,,,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,exaone,2024,남성,2,
171,2.0,2.0,,,,3.0,3.0,3.0,2.0,4.0,2.0,3.0,4.0,3.0,2.0,3.0,2.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,exaone,2024,남성,2,
172,2.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,exaone,2024,남성,2,
173,2.0,1.0,1.0,3.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,exaone,2024,남성,2,
